,Text,True,mask,0,1,2,3,4,5
198,i dont care if he lay up wit somebody new because he has the right to its only a problem because i have a gut feeling he liked the boy while we were still dating,LABEL_2,-1,6.40735322576802e-08,6.40735322576802e-08,6.40735322576802e-08,6.40735322576802e-08,6.40735322576802e-08,6.40735322576802e-08
199,i dont care if he lay up wit somebody new because he has the right to its only a problem because i have a gut feeling he liked the boy while we were still dating,LABEL_2,0,7.815649638587274e-08,7.815649638587274e-08,7.815649638587274e-08,7.815649638587274e-08,7.815649638587274e-08,7.815649638587274e-08
200,i know i don t have so many money at last i feel reluctant you leave shoes and make a big decision i need a job and i must have to take shoes home when i make enough money,LABEL_4,-1,5.528458757453336e-08,5.528458757453336e-08,5.528458757453336e-08,5.528458757453336e-08,5.528458757453336e-08,5.528458757453336e-08
201,i know i don t have so many money at last i feel reluctant you leave shoes and make a big decision i need a job and i must have to take shoes home when i make enough money,LABEL_4,0,6.390656182020393e-08,6.390656182020393e-08,6.390656182020393e-08,6.390656182020393e-08,6.390656182020393e-08,6.390656182020393e-08
202,i hate waiting on others i still feel hesitant about making any binding weekend plans for the next several weeks just in case i get the call to go home,LABEL_4,-1,1.1803901855955701e-07,1.1803901855955701e-07,1.1803901855955701e-07,1.1803901855955701e-07,1.1803901855955701e-07,1.1803901855955701e-07
203,i hate waiting on others i still feel hesitant about making any binding weekend plans for the next several weeks just in case i get the call to go home,LABEL_4,0,1.329924259607651e-07,1.329924259607651e-07,1.329924259607651e-07,1.329924259607651e-07,1.329924259607651e-07,1.329924259607651e-07
204,i always feel hesitant about going into a restaurant where no one else is eating i usually just find the closest restaurant with at least one occupied table,LABEL_4,-1,1.0749614887117787e-07,1.0749614887117787e-07,1.0749614887117787e-07,1.0749614887117787e-07,1.0749614887117787e-07,1.0749614887117787e-07
205,i always feel hesitant about going into a restaurant where no one else is eating i usually just find the closest restaurant with at least one occupied table,LABEL_4,0,1.2120375458835042e-07,1.2120375458835042e-07,1.2120375458835042e-07,1.2120375458835042e-07,1.2120375458835042e-07,1.2120375458835042e-07
206,i feel hesitant to call them beautiful stark und sometimes graphic images,LABEL_4,-1,1.0055870092173791e-07,1.0055870092173791e-07,1.0055870092173791e-07,1.0055870092173791e-07,1.0055870092173791e-07,1.0055870092173791e-07
207,i feel hesitant to call them beautiful stark und sometimes graphic images,LABEL_4,0,1.3027118939135107e-07,1.3027118939135107e-07,1.3027118939135107e-07,1.3027118939135107e-07,1.3027118939135107e-07,1.3027118939135107e-07
208,i feel reluctant to call people i havent talked with in several years since its obvious that im only calling to see about help finding a job no matter how i couch it,LABEL_4,-1,6.844088318302965e-08,6.844088318302965e-08,6.844088318302965e-08,6.844088318302965e-08,6.844088318302965e-08,6.844088318302965e-08
209,i feel reluctant to call people i havent talked with in several years since its obvious that im only calling to see about help finding a job no matter how i couch it,LABEL_4,0,7.372019439344513e-08,7.372019439344513e-08,7.372019439344513e-08,7.372019439344513e-08,7.372019439344513e-08,7.372019439344513e-08
210,i want i feel hesitant to say because my favorite thing is to illustrate but i have been told that things like layout out brochures and annual reports are where the money is,LABEL_4,-1,9.50035357050183e-08,9.50035357050183e-08,9.50035357050183e-08,9.50035357050183e-08,9.50035357050183e-08,9.50035357050183e-08
211,i want i feel hesitant to say because my favorite thing is to illustrate but i have been told that things like layout out brochures and annual reports are where the money is,LABEL_4,0,1.0187591215071734e-07,1.0187591215071734e-07,1.0187591215071734e-07,1.0187591215071734e-07,1.0187591215071734e-07,1.0187591215071734e-07
212,im friendless there cos they can feel that im hesitant to be part of their family can you send me home tomorrow,LABEL_4,-1,9.756918473158294e-08,9.756918473158294e-08,9.756918473158294e-08,9.756918473158294e-08,9.756918473158294e-08,9.756918473158294e-08
213,im friendless there cos they can feel that im hesitant to be part of their family can you send me home tomorrow,LABEL_4,0,1.0340524880803059e-07,1.0340524880803059e-07,1.0340524880803059e-07,1.0340524880803059e-07,1.0340524880803059e-07,1.0340524880803059e-07
214,i feel hesitant about recommending this series to dystopian fans after being so disappointed by this seriess conclusion,LABEL_4,-1,1.2338206545337016e-07,1.2338206545337016e-07,1.2338206545337016e-07,1.2338206545337016e-07,1.2338206545337016e-07,1.2338206545337016e-07
215,i feel hesitant about recommending this series to dystopian fans after being so disappointed by this seriess conclusion,LABEL_4,0,1.436909400354125e-07,1.436909400354125e-07,1.436909400354125e-07,1.436909400354125e-07,1.436909400354125e-07,1.436909400354125e-07
216,i feel hesitant to speak so soon and feel like i need to knock on wood,LABEL_4,-1,1.0915564985225501e-07,1.0915564985225501e-07,1.0915564985225501e-07,1.0915564985225501e-07,1.0915564985225501e-07,1.0915564985225501e-07
217,i feel hesitant to speak so soon and feel like i need to knock on wood,LABEL_4,0,1.3820466904235218e-07,1.3820466904235218e-07,1.3820466904235218e-07,1.3820466904235218e-07,1.3820466904235218e-07,1.3820466904235218e-07
218,i feel reluctant to go out leafleting i only need think how thankful i was for the free classes i went to myself fifteen years ago,LABEL_4,-1,5.783087786426222e-08,5.783087786426222e-08,5.783087786426222e-08,5.783087786426222e-08,5.783087786426222e-08,5.783087786426222e-08
219,i feel reluctant to go out leafleting i only need think how thankful i was for the free classes i went to myself fifteen years ago,LABEL_4,0,6.493300475085562e-08,6.493300475085562e-08,6.493300475085562e-08,6.493300475085562e-08,6.493300475085562e-08,6.493300475085562e-08
220,i feel hesitant to just pick a random promise or covenant out of the bible and stake a personal claim on it you know,LABEL_4,-1,1.1577117220440414e-07,1.1577117220440414e-07,1.1577117220440414e-07,1.1577117220440414e-07,1.1577117220440414e-07,1.1577117220440414e-07
221,i feel hesitant to just pick a random promise or covenant out of the bible and stake a personal claim on it you know,LABEL_4,0,1.2147522454597492e-07,1.2147522454597492e-07,1.2147522454597492e-07,1.2147522454597492e-07,1.2147522454597492e-07,1.2147522454597492e-07
222,i feel its time no more reluctant feelings about it like yesterday,LABEL_4,-1,3.271807003102367e-08,3.271807003102367e-08,3.271807003102367e-08,3.271807003102367e-08,3.271807003102367e-08,3.271807003102367e-08
223,i feel its time no more reluctant feelings about it like yesterday,LABEL_4,0,4.4282739253276304e-08,4.4282739253276304e-08,4.4282739253276304e-08,4.4282739253276304e-08,4.4282739253276304e-08,4.4282739253276304e-08
224,i feel hesitant in offering personal insights and observations worrying theyll only come off as inspid and narcissistic but some encouragement comes in the amount of interest such posts generate,LABEL_4,-1,9.736004358273931e-08,9.736004358273931e-08,9.736004358273931e-08,9.736004358273931e-08,9.736004358273931e-08,9.736004358273931e-08
225,i feel hesitant in offering personal insights and observations worrying theyll only come off as inspid and narcissistic but some encouragement comes in the amount of interest such posts generate,LABEL_4,0,1.2426369266904658e-07,1.2426369266904658e-07,1.2426369266904658e-07,1.2426369266904658e-07,1.2426369266904658e-07,1.2426369266904658e-07
226,i didn t even feel hesitant having one student go into the teacher s lounge to retrieve the sodas from the fridge,LABEL_4,-1,1.134170304339932e-07,1.134170304339932e-07,1.134170304339932e-07,1.134170304339932e-07,1.134170304339932e-07,1.134170304339932e-07
227,i didn t even feel hesitant having one student go into the teacher s lounge to retrieve the sodas from the fridge,LABEL_4,0,1.3305407264851965e-07,1.3305407264851965e-07,1.3305407264851965e-07,1.3305407264851965e-07,1.3305407264851965e-07,1.3305407264851965e-07
228,i also feel most reluctant to engage on any alternative style commissions which might require high levels of attention and energy sleuthing along pavements and camouflaged behind trees,LABEL_4,-1,6.736515700822565e-08,6.736515700822565e-08,6.736515700822565e-08,6.736515700822565e-08,6.736515700822565e-08,6.736515700822565e-08
229,i also feel most reluctant to engage on any alternative style commissions which might require high levels of attention and energy sleuthing along pavements and camouflaged behind trees,LABEL_4,0,7.639180665819367e-08,7.639180665819367e-08,7.639180665819367e-08,7.639180665819367e-08,7.639180665819367e-08,7.639180665819367e-08
230,i feel reluctant to be hospitable towards other people,LABEL_4,-1,5.890347765102888e-08,5.890347765102888e-08,5.890347765102888e-08,5.890347765102888e-08,5.890347765102888e-08,5.890347765102888e-08
231,i feel reluctant to be hospitable towards other people,LABEL_4,0,7.080141983806243e-08,7.080141983806243e-08,7.080141983806243e-08,7.080141983806243e-08,7.080141983806243e-08,7.080141983806243e-08
232,i feel i must try and do something but i am reluctant without a gt firm reassurance of what will be published and when,LABEL_4,-1,4.117863028341162e-08,4.117863028341162e-08,4.117863028341162e-08,4.117863028341162e-08,4.117863028341162e-08,4.117863028341162e-08
233,i feel i must try and do something but i am reluctant without a gt firm reassurance of what will be published and when,LABEL_4,0,4.493515959325123e-08,4.493515959325123e-08,4.493515959325123e-08,4.493515959325123e-08,4.493515959325123e-08,4.493515959325123e-08
234,i know that social networks and media nowadays are so prone to judgment by people and you may feel hesitant to do so due to that,LABEL_4,-1,9.864739070053474e-08,9.864739070053474e-08,9.864739070053474e-08,9.864739070053474e-08,9.864739070053474e-08,9.864739070053474e-08
235,i know that social networks and media nowadays are so prone to judgment by people and you may feel hesitant to do so due to that,LABEL_4,0,1.0154165863696107e-07,1.0154165863696107e-07,1.0154165863696107e-07,1.0154165863696107e-07,1.0154165863696107e-07,1.0154165863696107e-07
236,i think most people actually think this but they feel reluctant to make a firm commitment to the belief because it sounds strange and spiritual or something,LABEL_4,-1,3.753249444571338e-08,3.753249444571338e-08,3.753249444571338e-08,3.753249444571338e-08,3.753249444571338e-08,3.753249444571338e-08
237,i think most people actually think this but they feel reluctant to make a firm commitment to the belief because it sounds strange and spiritual or something,LABEL_4,0,4.614576454287089e-08,4.614576454287089e-08,4.614576454287089e-08,4.614576454287089e-08,4.614576454287089e-08,4.614576454287089e-08
238,i admit i feel hesitant and i hush my own excitement for fear of being just one more person that feels the spark only to let it burn out,LABEL_4,-1,7.54652589307625e-08,7.54652589307625e-08,7.54652589307625e-08,7.54652589307625e-08,7.54652589307625e-08,7.54652589307625e-08
239,i admit i feel hesitant and i hush my own excitement for fear of being just one more person that feels the spark only to let it burn out,LABEL_4,0,9.095835196148983e-08,9.095835196148983e-08,9.095835196148983e-08,9.095835196148983e-08,9.095835196148983e-08,9.095835196148983e-08
240,i think this is why im feeling reluctant to turn my full attention to beginning of the fall semester,LABEL_4,-1,4.255836927313794e-08,4.255836927313794e-08,4.255836927313794e-08,4.255836927313794e-08,4.255836927313794e-08,4.255836927313794e-08
241,i think this is why im feeling reluctant to turn my full attention to beginning of the fall semester,LABEL_4,0,5.297292204886617e-08,5.297292204886617e-08,5.297292204886617e-08,5.297292204886617e-08,5.297292204886617e-08,5.297292204886617e-08
242,i always feel reluctant to say that i m a person that needs structure,LABEL_4,-1,6.670260432883879e-08,6.670260432883879e-08,6.670260432883879e-08,6.670260432883879e-08,6.670260432883879e-08,6.670260432883879e-08
243,i always feel reluctant to say that i m a person that needs structure,LABEL_4,0,8.67935554538235e-08,8.67935554538235e-08,8.67935554538235e-08,8.67935554538235e-08,8.67935554538235e-08,8.67935554538235e-08
244,i am feeling really demotivated and reluctant to do my work but i guess it usually takes me about weeks to get into gear,LABEL_4,-1,7.160009118933885e-08,7.160009118933885e-08,7.160009118933885e-08,7.160009118933885e-08,7.160009118933885e-08,7.160009118933885e-08
245,i am feeling really demotivated and reluctant to do my work but i guess it usually takes me about weeks to get into gear,LABEL_4,0,8.196363410206686e-08,8.196363410206686e-08,8.196363410206686e-08,8.196363410206686e-08,8.196363410206686e-08,8.196363410206686e-08
246,i am feeling reluctant to have the procedure repeated on the left side,LABEL_4,-1,6.781921513265843e-08,6.781921513265843e-08,6.781921513265843e-08,6.781921513265843e-08,6.781921513265843e-08,6.781921513265843e-08
247,i am feeling reluctant to have the procedure repeated on the left side,LABEL_4,0,7.771951260338028e-08,7.771951260338028e-08,7.771951260338028e-08,7.771951260338028e-08,7.771951260338028e-08,7.771951260338028e-08
248,i feel ive been hesitant to question the process for fear that i will not be heard but it is time for a change,LABEL_4,-1,1.0656484761284446e-07,1.0656484761284446e-07,1.0656484761284446e-07,1.0656484761284446e-07,1.0656484761284446e-07,1.0656484761284446e-07
249,i feel ive been hesitant to question the process for fear that i will not be heard but it is time for a change,LABEL_4,0,1.1090907747757228e-07,1.1090907747757228e-07,1.1090907747757228e-07,1.1090907747757228e-07,1.1090907747757228e-07,1.1090907747757228e-07
250,i truly feel towards people i am reluctant to put here cos i am afraid what people that read my blog might judge me,LABEL_4,-1,3.56291138814413e-08,3.56291138814413e-08,3.56291138814413e-08,3.56291138814413e-08,3.56291138814413e-08,3.56291138814413e-08
251,i truly feel towards people i am reluctant to put here cos i am afraid what people that read my blog might judge me,LABEL_4,0,4.0672414769460374e-08,4.0672414769460374e-08,4.0672414769460374e-08,4.0672414769460374e-08,4.0672414769460374e-08,4.0672414769460374e-08
252,i also feel hesitant to give them money because again i don t want to help an alcoholic stay one,LABEL_4,-1,1.1602273275457264e-07,1.1602273275457264e-07,1.1602273275457264e-07,1.1602273275457264e-07,1.1602273275457264e-07,1.1602273275457264e-07
253,i also feel hesitant to give them money because again i don t want to help an alcoholic stay one,LABEL_4,0,1.274183887289837e-07,1.274183887289837e-07,1.274183887289837e-07,1.274183887289837e-07,1.274183887289837e-07,1.274183887289837e-07
254,i feel reluctant to try out the night life in havana and this is depressing as it was one of the major attractions of going here,LABEL_4,-1,7.514524469343087e-08,7.514524469343087e-08,7.514524469343087e-08,7.514524469343087e-08,7.514524469343087e-08,7.514524469343087e-08
255,i feel reluctant to try out the night life in havana and this is depressing as it was one of the major attractions of going here,LABEL_4,0,7.832564108412043e-08,7.832564108412043e-08,7.832564108412043e-08,7.832564108412043e-08,7.832564108412043e-08,7.832564108412043e-08
256,i feel reluctant to watch this episode,LABEL_4,-1,5.7866849090260075e-08,5.7866849090260075e-08,5.7866849090260075e-08,5.7866849090260075e-08,5.7866849090260075e-08,5.7866849090260075e-08
257,i feel reluctant to watch this episode,LABEL_4,0,7.935843626682981e-08,7.935843626682981e-08,7.935843626682981e-08,7.935843626682981e-08,7.935843626682981e-08,7.935843626682981e-08
258,i feel reluctant to pack but know that once i am back in new zealand that i will be fine again,LABEL_4,-1,6.608412661535112e-08,6.608412661535112e-08,6.608412661535112e-08,6.608412661535112e-08,6.608412661535112e-08,6.608412661535112e-08
259,i feel reluctant to pack but know that once i am back in new zealand that i will be fine again,LABEL_4,0,8.087595659844737e-08,8.087595659844737e-08,8.087595659844737e-08,8.087595659844737e-08,8.087595659844737e-08,8.087595659844737e-08
260,i feel reluctant to put all the thoughts in me head into words,LABEL_4,-1,6.873300151255535e-08,6.873300151255535e-08,6.873300151255535e-08,6.873300151255535e-08,6.873300151255535e-08,6.873300151255535e-08
261,i feel reluctant to put all the thoughts in me head into words,LABEL_4,0,9.029820091654983e-08,9.029820091654983e-08,9.029820091654983e-08,9.029820091654983e-08,9.029820091654983e-08,9.029820091654983e-08
262,i was looking at my old notes from uni days last night and realised i forgot quite a bit of them already so while being excited im also feeling rather apprehensive about starting at module instead of the first ever module,LABEL_4,-1,9.785637899994981e-08,9.785637899994981e-08,9.785637899994981e-08,9.785637899994981e-08,9.785637899994981e-08,9.785637899994981e-08
263,i was looking at my old notes from uni days last night and realised i forgot quite a bit of them already so while being excited im also feeling rather apprehensive about starting at module instead of the first ever module,LABEL_4,0,7.243027511094624e-08,7.243027511094624e-08,7.243027511094624e-08,7.243027511094624e-08,7.243027511094624e-08,7.243027511094624e-08
264,i feel reluctant talking about this on here but i am trusting again although i have been hurt and heart broken but i am never scared of falling in love or trusting again because i know the right guy is out there,LABEL_4,-1,5.418954174274404e-08,5.418954174274404e-08,5.418954174274404e-08,5.418954174274404e-08,5.418954174274404e-08,5.418954174274404e-08
265,i feel reluctant talking about this on here but i am trusting again although i have been hurt and heart broken but i am never scared of falling in love or trusting again because i know the right guy is out there,LABEL_4,0,6.468219737598702e-08,6.468219737598702e-08,6.468219737598702e-08,6.468219737598702e-08,6.468219737598702e-08,6.468219737598702e-08
266,i feel reluctant to be part of the movie in the first place,LABEL_4,-1,7.260454992774612e-08,7.260454992774612e-08,7.260454992774612e-08,7.260454992774612e-08,7.260454992774612e-08,7.260454992774612e-08
267,i feel reluctant to be part of the movie in the first place,LABEL_4,0,9.32045622903388e-08,9.32045622903388e-08,9.32045622903388e-08,9.32045622903388e-08,9.32045622903388e-08,9.32045622903388e-08
268,i feel even you know a little hesitant explaining this as a white australian woman,LABEL_4,-1,1.0738261835285812e-07,1.0738261835285812e-07,1.0738261835285812e-07,1.0738261835285812e-07,1.0738261835285812e-07,1.0738261835285812e-07
269,i feel even you know a little hesitant explaining this as a white australian woman,LABEL_4,0,1.1349266060278751e-07,1.1349266060278751e-07,1.1349266060278751e-07,1.1349266060278751e-07,1.1349266060278751e-07,1.1349266060278751e-07
270,i is feeling because i m hesitant now given the fact that it s like bucks a day to park there and a day for internet,LABEL_4,-1,8.572285992158868e-08,8.572285992158868e-08,8.572285992158868e-08,8.572285992158868e-08,8.572285992158868e-08,8.572285992158868e-08
271,i is feeling because i m hesitant now given the fact that it s like bucks a day to park there and a day for internet,LABEL_4,0,9.440239523428318e-08,9.440239523428318e-08,9.440239523428318e-08,9.440239523428318e-08,9.440239523428318e-08,9.440239523428318e-08
272,i feel reluctant to but the craft side on hold as i ve only just started out and sales were slowly building up it would feel like such a waste of time and effort to stop now,LABEL_4,-1,5.949457460019403e-08,5.949457460019403e-08,5.949457460019403e-08,5.949457460019403e-08,5.949457460019403e-08,5.949457460019403e-08
273,i feel reluctant to but the craft side on hold as i ve only just started out and sales were slowly building up it would feel like such a waste of time and effort to stop now,LABEL_4,0,7.13772791982592e-08,7.13772791982592e-08,7.13772791982592e-08,7.13772791982592e-08,7.13772791982592e-08,7.13772791982592e-08
274,i just feel so reluctant to do anything here and i know that sticking it out and working like a trojan shows strength of character but blah its getting me down again,LABEL_4,-1,4.269349318519744e-08,4.269349318519744e-08,4.269349318519744e-08,4.269349318519744e-08,4.269349318519744e-08,4.269349318519744e-08
275,i just feel so reluctant to do anything here and i know that sticking it out and working like a trojan shows strength of character but blah its getting me down again,LABEL_4,0,5.417455284373318e-08,5.417455284373318e-08,5.417455284373318e-08,5.417455284373318e-08,5.417455284373318e-08,5.417455284373318e-08
276,im feeling hesitant and now that he knows im interviewing for this other position he has been quickly trying to offer me something,LABEL_4,-1,8.347604563141431e-08,8.347604563141431e-08,8.347604563141431e-08,8.347604563141431e-08,8.347604563141431e-08,8.347604563141431e-08
277,im feeling hesitant and now that he knows im interviewing for this other position he has been quickly trying to offer me something,LABEL_4,0,9.483570551083176e-08,9.483570551083176e-08,9.483570551083176e-08,9.483570551083176e-08,9.483570551083176e-08,9.483570551083176e-08
278,i do feel a little hesitant because kelly basically left all the very final choices of color up to me,LABEL_4,-1,1.2065675036865287e-07,1.2065675036865287e-07,1.2065675036865287e-07,1.2065675036865287e-07,1.2065675036865287e-07,1.2065675036865287e-07
279,i do feel a little hesitant because kelly basically left all the very final choices of color up to me,LABEL_4,0,1.3738952020503348e-07,1.3738952020503348e-07,1.3738952020503348e-07,1.3738952020503348e-07,1.3738952020503348e-07,1.3738952020503348e-07
280,i rarely feel hesitant to say something sometimes even too much,LABEL_4,-1,8.766237158397416e-08,8.766237158397416e-08,8.766237158397416e-08,8.766237158397416e-08,8.766237158397416e-08,8.766237158397416e-08
281,i rarely feel hesitant to say something sometimes even too much,LABEL_4,0,9.659906652359496e-08,9.659906652359496e-08,9.659906652359496e-08,9.659906652359496e-08,9.659906652359496e-08,9.659906652359496e-08
282,i am feeling hesitant to forgive anyone because i think the person does not deserve my forgiveness or because i want to hold onto my hurt and anger for a while i look at this picture,LABEL_4,-1,1.1902529450935617e-07,1.1902529450935617e-07,1.1902529450935617e-07,1.1902529450935617e-07,1.1902529450935617e-07,1.1902529450935617e-07
283,i am feeling hesitant to forgive anyone because i think the person does not deserve my forgiveness or because i want to hold onto my hurt and anger for a while i look at this picture,LABEL_4,0,1.2251416592334863e-07,1.2251416592334863e-07,1.2251416592334863e-07,1.2251416592334863e-07,1.2251416592334863e-07,1.2251416592334863e-07
284,im already feeling all hesitant and shit,LABEL_4,-1,1.1348995343496426e-07,1.1348995343496426e-07,1.1348995343496426e-07,1.1348995343496426e-07,1.1348995343496426e-07,1.1348995343496426e-07
285,im already feeling all hesitant and shit,LABEL_4,0,1.4408902870854945e-07,1.4408902870854945e-07,1.4408902870854945e-07,1.4408902870854945e-07,1.4408902870854945e-07,1.4408902870854945e-07
286,i sometimes feel hesitant to write receive responses and then not be able to respond to them,LABEL_4,-1,9.759914831874994e-08,9.759914831874994e-08,9.759914831874994e-08,9.759914831874994e-08,9.759914831874994e-08,9.759914831874994e-08
287,i sometimes feel hesitant to write receive responses and then not be able to respond to them,LABEL_4,0,1.188762226433937e-07,1.188762226433937e-07,1.188762226433937e-07,1.188762226433937e-07,1.188762226433937e-07,1.188762226433937e-07
288,i feel myself hesitant but remind myself that the days of hesitancy are over,LABEL_4,-1,8.627481662415448e-08,8.627481662415448e-08,8.627481662415448e-08,8.627481662415448e-08,8.627481662415448e-08,8.627481662415448e-08
289,i feel myself hesitant but remind myself that the days of hesitancy are over,LABEL_4,0,1.0059092403480463e-07,1.0059092403480463e-07,1.0059092403480463e-07,1.0059092403480463e-07,1.0059092403480463e-07,1.0059092403480463e-07
290,i feel hesitant and very much like an intruder but the translator asks him if we can use it,LABEL_4,-1,1.2549752170798456e-07,1.2549752170798456e-07,1.2549752170798456e-07,1.2549752170798456e-07,1.2549752170798456e-07,1.2549752170798456e-07
291,i feel hesitant and very much like an intruder but the translator asks him if we can use it,LABEL_4,0,1.534712055217824e-07,1.534712055217824e-07,1.534712055217824e-07,1.534712055217824e-07,1.534712055217824e-07,1.534712055217824e-07
292,i feel hesitant in singing praises for skyn after i was so horribly wrong about philosophy but i feel like this relationship is going to work,LABEL_4,-1,1.1798769605775306e-07,1.1798769605775306e-07,1.1798769605775306e-07,1.1798769605775306e-07,1.1798769605775306e-07,1.1798769605775306e-07
293,i feel hesitant in singing praises for skyn after i was so horribly wrong about philosophy but i feel like this relationship is going to work,LABEL_4,0,1.3728499936860317e-07,1.3728499936860317e-07,1.3728499936860317e-07,1.3728499936860317e-07,1.3728499936860317e-07,1.3728499936860317e-07
294,i feel the need to confirm that they have my app and i m hesitant to bother the nice woman at the sf consulate anymore thanks in advance for any help,LABEL_4,-1,7.798309553663785e-08,7.798309553663785e-08,7.798309553663785e-08,7.798309553663785e-08,7.798309553663785e-08,7.798309553663785e-08
295,i feel the need to confirm that they have my app and i m hesitant to bother the nice woman at the sf consulate anymore thanks in advance for any help,LABEL_4,0,8.032254328327326e-08,8.032254328327326e-08,8.032254328327326e-08,8.032254328327326e-08,8.032254328327326e-08,8.032254328327326e-08
296,i am still feeling hesitant about the entire thing,LABEL_4,-1,1.1516815590084661e-07,1.1516815590084661e-07,1.1516815590084661e-07,1.1516815590084661e-07,1.1516815590084661e-07,1.1516815590084661e-07
297,i am still feeling hesitant about the entire thing,LABEL_4,0,1.342194337894398e-07,1.342194337894398e-07,1.342194337894398e-07,1.342194337894398e-07,1.342194337894398e-07,1.342194337894398e-07
298,i feel reluctant to take on a fast pace and lots of volunteering again,LABEL_4,-1,6.600312474347447e-08,6.600312474347447e-08,6.600312474347447e-08,6.600312474347447e-08,6.600312474347447e-08,6.600312474347447e-08
299,i feel reluctant to take on a fast pace and lots of volunteering again,LABEL_4,0,7.878637831026936e-08,7.878637831026936e-08,7.878637831026936e-08,7.878637831026936e-08,7.878637831026936e-08,7.878637831026936e-08
300,i feel reluctant to write now i know it helps me detox yet its a struggle to let myself succumb to writing about them,LABEL_4,-1,5.728886520728338e-08,5.728886520728338e-08,5.728886520728338e-08,5.728886520728338e-08,5.728886520728338e-08,5.728886520728338e-08
301,i feel reluctant to write now i know it helps me detox yet its a struggle to let myself succumb to writing about them,LABEL_4,0,6.97004267635748e-08,6.97004267635748e-08,6.97004267635748e-08,6.97004267635748e-08,6.97004267635748e-08,6.97004267635748e-08
302,i feel hesitant to tell them the truth about leaving the house to get the toy,LABEL_4,-1,1.2232760582264746e-07,1.2232760582264746e-07,1.2232760582264746e-07,1.2232760582264746e-07,1.2232760582264746e-07,1.2232760582264746e-07
303,i feel hesitant to tell them the truth about leaving the house to get the toy,LABEL_4,0,1.5154151356000511e-07,1.5154151356000511e-07,1.5154151356000511e-07,1.5154151356000511e-07,1.5154151356000511e-07,1.5154151356000511e-07
304,i miss my grandpa but now i feel reluctant to visit him simply because i dont want him to see me in this state,LABEL_4,-1,4.000826336891805e-08,4.000826336891805e-08,4.000826336891805e-08,4.000826336891805e-08,4.000826336891805e-08,4.000826336891805e-08
305,i miss my grandpa but now i feel reluctant to visit him simply because i dont want him to see me in this state,LABEL_4,0,4.71699408421955e-08,4.71699408421955e-08,4.71699408421955e-08,4.71699408421955e-08,4.71699408421955e-08,4.71699408421955e-08
306,i admit i feel hesitant about hosting this since there are friends or hers that i dont know but no one else was able to host one so please forgive me,LABEL_4,-1,7.962666614957925e-08,7.962666614957925e-08,7.962666614957925e-08,7.962666614957925e-08,7.962666614957925e-08,7.962666614957925e-08
307,i admit i feel hesitant about hosting this since there are friends or hers that i dont know but no one else was able to host one so please forgive me,LABEL_4,0,8.476715862570927e-08,8.476715862570927e-08,8.476715862570927e-08,8.476715862570927e-08,8.476715862570927e-08,8.476715862570927e-08
308,i didnt feel any shame yet i was naturally more bashful about just stripping down than some of my friends where nudity was just more normalized in their lives,LABEL_4,-1,5.356986321203294e-08,5.356986321203294e-08,5.356986321203294e-08,5.356986321203294e-08,5.356986321203294e-08,5.356986321203294e-08
309,i didnt feel any shame yet i was naturally more bashful about just stripping down than some of my friends where nudity was just more normalized in their lives,LABEL_4,0,4.0473377538319255e-08,4.0473377538319255e-08,4.0473377538319255e-08,4.0473377538319255e-08,4.0473377538319255e-08,4.0473377538319255e-08
310,i lay in bed feeling reluctant to move the thought of the simplest of tasks from the coming day seemed like too much effort and i felt id give anything to stay in bed all day,LABEL_4,-1,5.292354288144452e-08,5.292354288144452e-08,5.292354288144452e-08,5.292354288144452e-08,5.292354288144452e-08,5.292354288144452e-08
311,i lay in bed feeling reluctant to move the thought of the simplest of tasks from the coming day seemed like too much effort and i felt id give anything to stay in bed all day,LABEL_4,0,5.2412218565223156e-08,5.2412218565223156e-08,5.2412218565223156e-08,5.2412218565223156e-08,5.2412218565223156e-08,5.2412218565223156e-08
312,i guess my slacking is a mixture of wanting to relax during the summer spending more time reading getting all my writing juices out at my newspaper internship and feeling reluctant to feed the ever growing digital representation of myself that has accumulated on the internet,LABEL_4,-1,5.178441497832864e-08,5.178441497832864e-08,5.178441497832864e-08,5.178441497832864e-08,5.178441497832864e-08,5.178441497832864e-08
313,i guess my slacking is a mixture of wanting to relax during the summer spending more time reading getting all my writing juices out at my newspaper internship and feeling reluctant to feed the ever growing digital representation of myself that has accumulated on the internet,LABEL_4,0,5.559769178375973e-08,5.559769178375973e-08,5.559769178375973e-08,5.559769178375973e-08,5.559769178375973e-08,5.559769178375973e-08
314,i always feel hesitant for some strange reasons in meeting medical doctors like me who are involved deeply in the field of creative writing,LABEL_4,-1,8.749565694188277e-08,8.749565694188277e-08,8.749565694188277e-08,8.749565694188277e-08,8.749565694188277e-08,8.749565694188277e-08
315,i always feel hesitant for some strange reasons in meeting medical doctors like me who are involved deeply in the field of creative writing,LABEL_4,0,9.593036054411641e-08,9.593036054411641e-08,9.593036054411641e-08,9.593036054411641e-08,9.593036054411641e-08,9.593036054411641e-08
316,i may choose one thing to focus on and feel reluctant to get out of it to move on to the next task in other words i am often too lazy to change my current flow to establish a new one,LABEL_4,-1,3.848144203288939e-08,3.848144203288939e-08,3.848144203288939e-08,3.848144203288939e-08,3.848144203288939e-08,3.848144203288939e-08
